invoice_id,item_type,amount
133_20250630,from_balance,1036.9396
133_20250630,total,0.0
133_20250707,sales,0.0
133_20250707,fees,-0.0
133_20250707,credits_due,-0.0
133_20250707,from_balance,1036.9396
133_20250707,total,0.0
133_20250714,sales,0.0
133_20250714,fees,-0.0
133_20250714,credits_due,-0.0
133_20250714,from_balance,1036.9396
133_20250714,total,0.0
133_20250721,sales,0.0
133_20250721,fees,-0.0
133_20250721,credits_due,-0.0
133_20250721,from_balance,1036.9396
133_20250721,total,0.0
133_20250728,sales,97.72
133_20250728,fees,-14.77
133_20250728,credits_due,-0.0
133_20250728,from_balance,1036.9396
133_20250728,total,82.95
133_20250804,sales,0.0
133_20250804,fees,-0.0
133_20250804,credits_due,-0.0
133_20250804,from_balance,1119.8896
133_20250804,total,0.0
133_20250811,sales,0.0
133_20250811,fees,-0.0
133_20250811,credits_due,-0.0
133_20250811,from_balance,1119.8896
133_20250811,total,0.0
133_20250818,sales,0.0
133_20250818,fees,-0.0
133_20250818,credits_due,-0.0
133_20250818,from_balance,1119.8896
133_20250818,total,0.0
133_20250825,sales,0.0
133_20250825,fees,-0.0
133_20250825,credits_due,-0.0
133_20250825,from_balance,1119.8896
133_20250825,total,0.0
133_20250901,sales,0.0
133_20250901,fees,-0.0
133_20250901,credits_due,-0.0
133_20250901,from_balance,1119.8896
133_20250901,total,0.0
133_20250908,sales,0.0
133_20250908,fees,-0.0
133_20250908,credits_due,-0.0
133_20250908,from_balance,1119.8896
133_20250908,total,0.0
133_20250915,sales,0.0
133_20250915,fees,-0.0
133_20250915,credits_due,-0.0
133_20250915,from_balance,1119.8896
133_20250915,total,0.0
133_20250922,sales,0.0
133_20250922,fees,-0.0
133_20250922,credits_due,-0.0
133_20250922,from_balance,1119.8896
133_20250922,total,0.0
133_20250929,sales,0.0
133_20250929,fees,-0.0
133_20250929,credits_due,-0.0
133_20250929,from_balance,1119.8896
133_20250929,total,0.0
134_20240101,sales,0.0
134_20240101,fees,-0.0
134_20240101,credits_due,-0.0
134_20240101,from_balance,56.99
134_20240101,total,0.0
134_20240108,sales,29.72
134_20240108,fees,-4.49
134_20240108,credits_due,-0.0
134_20240108,from_balance,56.99
134_20240108,total,25.229997
134_20240115,sales,107.26
134_20240115,fees,-36.57
134_20240115,credits_due,-0.0
134_20240115,from_balance,82.22
134_20240115,total,70.69
134_20240122,sales,0.0
134_20240122,fees,-0.0
134_20240122,credits_due,-0.0
134_20240122,from_balance,152.91
134_20240122,total,0.0
134_20240129,sales,0.0
134_20240129,fees,-0.0
134_20240129,credits_due,-0.0
134_20240129,from_balance,152.91
134_20240129,total,0.0
134_20240205,sales,0.0
134_20240205,fees,-0.0
134_20240205,credits_due,-0.0
134_20240205,from_balance,152.91
134_20240205,total,0.0
134_20240212,sales,0.0
134_20240212,fees,-0.0
134_20240212,credits_due,-0.0
134_20240212,from_balance,152.91
134_20240212,total,0.0
134_20240219,sales,0.0
134_20240219,fees,-0.0
134_20240219,credits_due,-0.0
134_20240219,from_balance,152.91
134_20240219,total,0.0
134_20240226,sales,0.0
134_20240226,fees,-0.0
134_20240226,credits_due,-0.0
134_20240226,from_balance,152.91
134_20240226,total,0.0
134_20240304,sales,0.0
134_20240304,fees,-0.0
134_20240304,credits_due,-0.0
134_20240304,from_balance,152.91
134_20240304,total,0.0
134_20240311,sales,0.0
134_20240311,fees,-0.0
134_20240311,credits_due,-0.0
134_20240311,from_balance,152.91
134_20240311,total,0.0
134_20240318,sales,0.0
134_20240318,fees,-0.0
134_20240318,credits_due,-0.0
134_20240318,from_balance,152.91
134_20240318,total,0.0
134_20240325,sales,0.0
134_20240325,fees,-0.0
134_20240325,credits_due,-0.0
134_20240325,from_balance,152.91
134_20240325,total,0.0
134_20240401,sales,0.0
134_20240401,fees,-0.0
134_20240401,credits_due,-0.0
134_20240401,from_balance,152.91
134_20240401,total,0.0
134_20240408,sales,0.0
134_20240408,fees,-0.0
134_20240408,credits_due,-0.0
134_20240408,from_balance,152.91
134_20240408,total,0.0
134_20240415,sales,0.0
134_20240415,fees,-0.0
134_20240415,credits_due,-0.0
134_20240415,from_balance,152.91
134_20240415,total,0.0
134_20240422,sales,0.0
134_20240422,fees,-0.0
134_20240422,credits_due,-0.0
134_20240422,from_balance,152.91
134_20240422,total,0.0
134_20240429,sales,0.0
134_20240429,fees,-0.0
134_20240429,credits_due,-0.0
134_20240429,from_balance,152.91
134_20240429,total,0.0
134_20240506,sales,0.0
134_20240506,fees,-0.0
134_20240506,credits_due,-0.0
134_20240506,from_balance,152.91
134_20240506,total,0.0
134_20240513,sales,0.0
134_20240513,fees,-0.0
134_20240513,credits_due,-0.0
134_20240513,from_balance,152.91
134_20240513,total,0.0
134_20240520,sales,0.0
134_20240520,fees,-0.0
134_20240520,credits_due,-0.0
134_20240520,from_balance,152.91
134_20240520,total,0.0
134_20240527,sales,0.0
134_20240527,fees,-0.0
134_20240527,credits_due,-0.0
134_20240527,from_balance,152.91
134_20240527,total,0.0
134_20240603,sales,0.0
134_20240603,fees,-0.0
134_20240603,credits_due,-0.0
134_20240603,from_balance,152.91
134_20240603,total,0.0
134_20240610,sales,0.0
134_20240610,fees,-0.0
134_20240610,credits_due,-0.0
134_20240610,from_balance,152.91
134_20240610,total,0.0
134_20240617,sales,0.0
134_20240617,fees,-0.0
134_20240617,credits_due,-0.0
134_20240617,from_balance,152.91
134_20240617,total,0.0
134_20240624,sales,0.0
134_20240624,fees,-0.0
134_20240624,credits_due,-0.0
134_20240624,from_balance,152.91
134_20240624,total,0.0
134_20240701,sales,0.0
134_20240701,fees,-0.0
134_20240701,credits_due,-0.0
134_20240701,from_balance,152.91
134_20240701,total,0.0
134_20240708,sales,0.0
134_20240708,fees,-0.0
134_20240708,credits_due,-0.0
134_20240708,from_balance,152.91
134_20240708,total,0.0
134_20240715,sales,0.0
134_20240715,fees,-0.0
134_20240715,credits_due,-0.0
134_20240715,from_balance,152.91
134_20240715,total,0.0
134_20240722,sales,0.0
134_20240722,fees,-0.0
134_20240722,credits_due,-0.0
134_20240722,from_balance,152.91
134_20240722,total,0.0
134_20240729,sales,0.0
134_20240729,fees,-0.0
134_20240729,credits_due,-0.0
134_20240729,from_balance,152.91
134_20240729,total,0.0
134_20240805,sales,0.0
134_20240805,fees,-0.0
134_20240805,credits_due,-0.0
134_20240805,from_balance,152.91
134_20240805,total,0.0
134_20240812,sales,0.0
134_20240812,fees,-0.0
134_20240812,credits_due,-0.0
134_20240812,from_balance,152.91
134_20240812,total,0.0
134_20240819,sales,0.0
134_20240819,fees,-0.0
134_20240819,credits_due,-0.0
134_20240819,from_balance,152.91
134_20240819,total,0.0
134_20240826,sales,0.0
134_20240826,fees,-0.0
134_20240826,credits_due,-0.0
134_20240826,from_balance,152.91
134_20240826,total,0.0
134_20240902,sales,0.0
134_20240902,fees,-0.0
134_20240902,credits_due,-0.0
134_20240902,from_balance,152.91
134_20240902,total,0.0
134_20240909,sales,0.0
134_20240909,fees,-0.0
134_20240909,credits_due,-0.0
134_20240909,from_balance,152.91
134_20240909,total,0.0
134_20240916,sales,0.0
134_20240916,fees,-0.0
134_20240916,credits_due,-0.0
134_20240916,from_balance,152.91
134_20240916,total,0.0
134_20240923,sales,0.0
134_20240923,fees,-0.0
134_20240923,credits_due,-0.0
134_20240923,from_balance,152.91
134_20240923,total,0.0
134_20240930,sales,0.0
134_20240930,fees,-0.0
134_20240930,credits_due,-0.0
134_20240930,from_balance,152.91
134_20240930,total,0.0
134_20241007,sales,0.0
134_20241007,fees,-0.0
134_20241007,credits_due,-0.0
134_20241007,from_balance,152.91
134_20241007,total,0.0
134_20241014,sales,100.22
134_20241014,fees,-30.52
134_20241014,credits_due,-0.0
134_20241014,from_balance,152.91
134_20241014,total,69.7
134_20241021,sales,0.0
134_20241021,fees,-0.0
134_20241021,credits_due,-0.0
134_20241021,from_balance,222.61
134_20241021,total,0.0
134_20241028,sales,0.0
134_20241028,fees,-0.0
134_20241028,credits_due,-0.0
134_20241028,from_balance,222.61
134_20241028,total,0.0
134_20241104,sales,52.26
134_20241104,fees,-15.57
134_20241104,credits_due,-0.0
134_20241104,from_balance,222.61
134_20241104,total,36.69
134_20241111,sales,0.0
134_20241111,fees,-0.0
134_20241111,credits_due,-0.0
134_20241111,from_balance,259.3
134_20241111,total,0.0
134_20241118,sales,0.0
134_20241118,fees,-0.0
134_20241118,credits_due,-0.0
134_20241118,from_balance,259.3
134_20241118,total,0.0
134_20241125,sales,0.0
134_20241125,fees,-0.0
134_20241125,credits_due,-0.0
134_20241125,from_balance,259.3
134_20241125,total,0.0
134_20241202,sales,0.0
134_20241202,fees,-0.0
134_20241202,credits_due,-0.0
134_20241202,from_balance,259.3
134_20241202,total,0.0
134_20241209,sales,0.0
134_20241209,fees,-0.0
134_20241209,credits_due,-0.0
134_20241209,from_balance,259.3
134_20241209,total,0.0
134_20241216,sales,0.0
134_20241216,fees,-0.0
134_20241216,credits_due,-0.0
134_20241216,from_balance,259.3
134_20241216,total,0.0
134_20241223,sales,0.0
134_20241223,fees,-0.0
134_20241223,credits_due,-0.0
134_20241223,from_balance,259.3
134_20241223,total,0.0
134_20241230,sales,0.0
134_20241230,fees,-0.0
134_20241230,credits_due,-0.0
134_20241230,from_balance,259.3
134_20241230,total,0.0
134_20250106,sales,0.0
134_20250106,fees,-0.0
134_20250106,credits_due,-0.0
134_20250106,from_balance,259.3
134_20250106,total,0.0
134_20250113,sales,0.0
134_20250113,fees,-0.0
134_20250113,credits_due,-0.0
134_20250113,from_balance,259.3
134_20250113,total,0.0
134_20250120,sales,0.0
134_20250120,fees,-0.0
134_20250120,credits_due,-0.0
134_20250120,from_balance,259.3
134_20250120,total,0.0
134_20250127,sales,0.0
134_20250127,fees,-0.0
134_20250127,credits_due,-0.0
134_20250127,from_balance,259.3
134_20250127,total,0.0
134_20250203,sales,0.0
134_20250203,fees,-0.0
134_20250203,credits_due,-0.0
134_20250203,from_balance,259.3
134_20250203,total,0.0
134_20250210,sales,0.0
134_20250210,fees,-0.0
134_20250210,credits_due,-0.0
134_20250210,from_balance,259.3
134_20250210,total,0.0
134_20250217,sales,0.0
134_20250217,fees,-0.0
134_20250217,credits_due,-0.0
134_20250217,from_balance,259.3
134_20250217,total,0.0
134_20250224,sales,0.0
134_20250224,fees,-0.0
134_20250224,credits_due,-0.0
134_20250224,from_balance,259.3
134_20250224,total,0.0
134_20250303,sales,0.0
134_20250303,fees,-0.0
134_20250303,credits_due,-0.0
134_20250303,from_balance,259.3
134_20250303,total,0.0
134_20250310,sales,0.0
134_20250310,fees,-0.0
134_20250310,credits_due,-0.0
134_20250310,from_balance,259.3
134_20250310,total,0.0
134_20250317,sales,45.61
134_20250317,fees,-15.22
134_20250317,credits_due,-0.0
134_20250317,from_balance,259.3
134_20250317,total,30.39
134_20250324,sales,0.0
134_20250324,fees,-0.0
134_20250324,credits_due,-0.0
134_20250324,from_balance,289.69
134_20250324,total,0.0
134_20250331,sales,0.0
134_20250331,fees,-0.0
134_20250331,credits_due,-0.0
134_20250331,from_balance,289.69
134_20250331,total,0.0
134_20250407,sales,0.0
134_20250407,fees,-0.0
134_20250407,credits_due,-0.0
134_20250407,from_balance,289.69
134_20250407,total,0.0
134_20250414,sales,0.0
134_20250414,fees,-0.0
134_20250414,credits_due,-0.0
134_20250414,from_balance,289.69
134_20250414,total,0.0
134_20250421,sales,136.11
134_20250421,fees,-40.51
134_20250421,credits_due,-0.0
134_20250421,from_balance,289.69
134_20250421,total,95.60000000000002
134_20250428,sales,233.44
134_20250428,fees,-43.04
134_20250428,credits_due,-0.0
134_20250428,from_balance,385.29
134_20250428,total,190.4
134_20250505,sales,591.78
134_20250505,fees,-94.35
134_20250505,credits_due,-0.0
134_20250505,from_balance,575.69
134_20250505,total,497.42995
134_20250512,sales,823.6
134_20250512,fees,-254.75
134_20250512,credits_due,-0.0
134_20250512,from_balance,1073.12
134_20250512,total,568.85
134_20250519,sales,120.39
134_20250519,fees,-24.64
134_20250519,credits_due,-0.0
134_20250519,from_balance,1641.9698
134_20250519,total,95.75
134_20250526,sales,0.0
134_20250526,fees,-0.0
134_20250526,credits_due,-0.0
134_20250526,from_balance,1737.7198
134_20250526,total,0.0
134_20250602,sales,0.0
134_20250602,fees,-0.0
134_20250602,credits_due,-0.0
134_20250602,from_balance,1737.7198
134_20250602,total,0.0
134_20250609,sales,0.0
134_20250609,fees,-0.0
134_20250609,credits_due,-0.0
134_20250609,from_balance,1737.7198
134_20250609,total,0.0
134_20250616,sales,0.0
134_20250616,fees,-0.0
134_20250616,credits_due,-0.0
134_20250616,from_balance,1737.7198
134_20250616,total,0.0
134_20250623,sales,0.0
134_20250623,fees,-0.0
134_20250623,credits_due,-0.0
134_20250623,from_balance,1737.7198
134_20250623,total,0.0
134_20250630,sales,0.0
134_20250630,fees,-0.0
134_20250630,credits_due,-0.0
134_20250630,from_balance,1737.7198
134_20250630,total,0.0
134_20250707,sales,0.0
134_20250707,fees,-0.0
134_20250707,credits_due,-0.0
134_20250707,from_balance,1737.7198
134_20250707,total,0.0
134_20250714,sales,0.0
134_20250714,fees,-0.0
134_20250714,credits_due,-820.28
134_20250714,from_balance,1737.7198
134_20250714,total,-820.28
134_20250721,sales,0.0
134_20250721,fees,-0.0
134_20250721,credits_due,-0.0
134_20250721,from_balance,917.4398
134_20250721,total,0.0
134_20250728,sales,0.0
134_20250728,fees,-0.0
134_20250728,credits_due,-0.0
134_20250728,from_balance,917.4398
134_20250728,total,0.0
134_20250804,sales,0.0
134_20250804,fees,-0.0
134_20250804,credits_due,-0.0
134_20250804,from_balance,917.4398
134_20250804,total,0.0
134_20250811,sales,0.0
134_20250811,fees,-0.0
134_20250811,credits_due,-0.0
134_20250811,from_balance,917.4398
134_20250811,total,0.0
134_20250818,sales,0.0
134_20250818,fees,-0.0
134_20250818,credits_due,-0.0
134_20250818,from_balance,917.4398
134_20250818,total,0.0
134_20250825,sales,107.54
134_20250825,fees,-20.05
134_20250825,credits_due,-0.0
134_20250825,from_balance,917.4398
134_20250825,total,87.49000000000001
134_20250901,sales,242.22000000000003
134_20250901,fees,-37.2
134_20250901,credits_due,-0.0
134_20250901,from_balance,1004.9298
134_20250901,total,205.02000000000004
134_20250908,sales,101.87
134_20250908,fees,-28.67
134_20250908,credits_due,-0.0
134_20250908,from_balance,1209.9498
134_20250908,total,73.2
134_20250915,sales,0.0
134_20250915,fees,-0.0
134_20250915,credits_due,-0.0
134_20250915,from_balance,1283.1499
134_20250915,total,0.0
134_20250922,sales,0.0
134_20250922,fees,-0.0
134_20250922,credits_due,-0.0
134_20250922,from_balance,1283.1499
134_20250922,total,0.0
134_20250929,sales,0.0
134_20250929,fees,-0.0
134_20250929,credits_due,-0.0
134_20250929,from_balance,1283.1499
134_20250929,total,0.0
135_20240101,sales,0.0
135_20240101,fees,-0.0
135_20240101,credits_due,-0.0
135_20240101,from_balance,213.07
135_20240101,total,0.0
135_20240108,sales,0.0
135_20240108,fees,-0.0
135_20240108,credits_due,-0.0
135_20240108,from_balance,213.07
135_20240108,total,0.0
135_20240115,sales,0.0
135_20240115,fees,-0.0
135_20240115,credits_due,-0.0
135_20240115,from_balance,213.07
135_20240115,total,0.0
135_20240122,sales,0.0
135_20240122,fees,-0.0
135_20240122,credits_due,-0.0
135_20240122,from_balance,213.07
135_20240122,total,0.0
135_20240129,sales,0.0
135_20240129,fees,-0.0
135_20240129,credits_due,-0.0
135_20240129,from_balance,213.07
135_20240129,total,0.0
135_20240205,sales,0.0
135_20240205,fees,-0.0
135_20240205,credits_due,-0.0
135_20240205,from_balance,213.07
135_20240205,total,0.0
135_20240212,sales,0.0
135_20240212,fees,-0.0
135_20240212,credits_due,-0.0
135_20240212,from_balance,213.07
135_20240212,total,0.0
135_20240219,sales,0.0
135_20240219,fees,-0.0
135_20240219,credits_due,-0.0
135_20240219,from_balance,213.07
135_20240219,total,0.0
135_20240226,sales,0.0
135_20240226,fees,-0.0
135_20240226,credits_due,-0.0
135_20240226,from_balance,213.07
135_20240226,total,0.0
135_20240304,sales,0.0
135_20240304,fees,-0.0
135_20240304,credits_due,-0.0
135_20240304,from_balance,213.07
135_20240304,total,0.0
135_20240311,sales,0.0
135_20240311,fees,-0.0
135_20240311,credits_due,-0.0
135_20240311,from_balance,213.07
135_20240311,total,0.0
135_20240318,sales,34.93
135_20240318,fees,-11.05
135_20240318,credits_due,-0.0
135_20240318,from_balance,213.07
135_20240318,total,23.88
135_20240325,sales,77.37
135_20240325,fees,-20.96
135_20240325,credits_due,-0.0
135_20240325,from_balance,236.95
135_20240325,total,56.410000000000004
135_20240401,sales,353.79
135_20240401,fees,-118.66
135_20240401,credits_due,-0.0
135_20240401,from_balance,293.36
135_20240401,total,235.13000000000002
135_20240408,sales,0.0
135_20240408,fees,-0.0
135_20240408,credits_due,-0.0
135_20240408,from_balance,528.49
135_20240408,total,0.0
135_20240415,sales,0.0
135_20240415,fees,-0.0
135_20240415,credits_due,-0.0
135_20240415,from_balance,528.49
135_20240415,total,0.0
135_20240422,sales,0.0
135_20240422,fees,-0.0
135_20240422,credits_due,-0.0
135_20240422,from_balance,528.49
135_20240422,total,0.0
135_20240429,sales,0.0
135_20240429,fees,-0.0
135_20240429,credits_due,-0.0
135_20240429,from_balance,528.49
135_20240429,total,0.0
135_20240506,sales,0.0
135_20240506,fees,-0.0
135_20240506,credits_due,-0.0
135_20240506,from_balance,528.49
135_20240506,total,0.0
135_20240513,sales,0.0
135_20240513,fees,-0.0
135_20240513,credits_due,-0.0
135_20240513,from_balance,528.49
135_20240513,total,0.0
135_20240520,sales,0.0
135_20240520,fees,-0.0
135_20240520,credits_due,-0.0
135_20240520,from_balance,528.49
135_20240520,total,0.0
135_20240527,sales,197.98000000000002
135_20240527,fees,-22.24
135_20240527,credits_due,-777.72
135_20240527,from_balance,528.49
135_20240527,total,-601.98
135_20240603,sales,117.29
135_20240603,fees,-33.45
135_20240603,credits_due,-0.0
135_20240603,from_balance,-73.49000000000001
135_20240603,total,10.349994
135_20240610,sales,350.78
135_20240610,fees,-85.21
135_20240610,credits_due,-0.0
135_20240610,from_balance,-63.140000000000015
135_20240610,total,202.42995
135_20240617,sales,0.0
135_20240617,fees,-0.0
135_20240617,credits_due,-0.0
135_20240617,from_balance,139.28994
135_20240617,total,0.0
135_20240624,sales,0.0
135_20240624,fees,-0.0
135_20240624,credits_due,-0.0
135_20240624,from_balance,139.28994
135_20240624,total,0.0
135_20240701,sales,121.33
135_20240701,fees,-31.73
135_20240701,credits_due,-0.0
135_20240701,from_balance,139.28994
135_20240701,total,89.6
135_20240708,sales,0.0
135_20240708,fees,-0.0
135_20240708,credits_due,-214.19
135_20240708,from_balance,228.88993
135_20240708,total,-214.19
135_20240715,sales,0.0
135_20240715,fees,-0.0
135_20240715,credits_due,-0.0
135_20240715,from_balance,14.699932
135_20240715,total,0.0
135_20240722,sales,0.0
135_20240722,fees,-0.0
135_20240722,credits_due,-0.0
135_20240722,from_balance,14.699932
135_20240722,total,0.0
135_20240729,sales,0.0
135_20240729,fees,-0.0
135_20240729,credits_due,-0.0
135_20240729,from_balance,14.699932
135_20240729,total,0.0
135_20240805,sales,191.57
135_20240805,fees,-43.45
135_20240805,credits_due,-0.0
135_20240805,from_balance,14.699932
135_20240805,total,148.12
135_20240812,sales,49.94
135_20240812,fees,-8.0
135_20240812,credits_due,-0.0
135_20240812,from_balance,162.81994
135_20240812,total,41.94
135_20240819,sales,0.0
135_20240819,fees,-0.0
135_20240819,credits_due,-0.0
135_20240819,from_balance,204.75993
135_20240819,total,0.0
135_20240826,sales,0.0
135_20240826,fees,-0.0
135_20240826,credits_due,-0.0
135_20240826,from_balance,204.75993
135_20240826,total,0.0
135_20240902,sales,0.0
135_20240902,fees,-0.0
135_20240902,credits_due,-0.0
135_20240902,from_balance,204.75993
135_20240902,total,0.0
135_20240909,sales,0.0
135_20240909,fees,-0.0
135_20240909,credits_due,-0.0
135_20240909,from_balance,204.75993
135_20240909,total,0.0
135_20240916,sales,0.0
135_20240916,fees,-0.0
135_20240916,credits_due,-0.0
135_20240916,from_balance,204.75993
135_20240916,total,0.0
135_20240923,sales,0.0
135_20240923,fees,-0.0
135_20240923,credits_due,-0.0
135_20240923,from_balance,204.75993
135_20240923,total,0.0
135_20240930,sales,103.71
135_20240930,fees,-23.62
135_20240930,credits_due,-0.0
135_20240930,from_balance,204.75993
135_20240930,total,80.08999
135_20241007,sales,0.0
135_20241007,fees,-0.0
135_20241007,credits_due,-0.0
135_20241007,from_balance,284.8499
135_20241007,total,0.0
135_20241014,sales,0.0
135_20241014,fees,-0.0
135_20241014,credits_due,-0.0
135_20241014,from_balance,284.8499
135_20241014,total,0.0
135_20241021,sales,0.0
135_20241021,fees,-0.0
135_20241021,credits_due,-0.0
135_20241021,from_balance,284.8499
135_20241021,total,0.0
135_20241028,sales,0.0
135_20241028,fees,-0.0
135_20241028,credits_due,-0.0
135_20241028,from_balance,284.8499
135_20241028,total,0.0
135_20241104,sales,0.0
135_20241104,fees,-0.0
135_20241104,credits_due,-0.0
135_20241104,from_balance,284.8499
135_20241104,total,0.0
135_20241111,sales,0.0
135_20241111,fees,-0.0
135_20241111,credits_due,-0.0
135_20241111,from_balance,284.8499
135_20241111,total,0.0
135_20241118,sales,0.0
135_20241118,fees,-0.0
135_20241118,credits_due,-0.0
135_20241118,from_balance,284.8499
135_20241118,total,0.0
135_20241125,sales,0.0
135_20241125,fees,-0.0
135_20241125,credits_due,-0.0
135_20241125,from_balance,284.8499
135_20241125,total,0.0
135_20241202,sales,0.0
135_20241202,fees,-0.0
135_20241202,credits_due,-0.0
135_20241202,from_balance,284.8499
135_20241202,total,0.0
135_20241209,sales,0.0
135_20241209,fees,-0.0
135_20241209,credits_due,-0.0
135_20241209,from_balance,284.8499
135_20241209,total,0.0
135_20241216,sales,0.0
135_20241216,fees,-0.0
135_20241216,credits_due,-0.0
135_20241216,from_balance,284.8499
135_20241216,total,0.0
135_20241223,sales,0.0
135_20241223,fees,-0.0
135_20241223,credits_due,-0.0
135_20241223,from_balance,284.8499
135_20241223,total,0.0
135_20241230,sales,0.0
135_20241230,fees,-0.0
135_20241230,credits_due,-0.0
135_20241230,from_balance,284.8499
135_20241230,total,0.0
135_20250106,sales,0.0
135_20250106,fees,-0.0
135_20250106,credits_due,-0.0
135_20250106,from_balance,284.8499
135_20250106,total,0.0
135_20250113,sales,0.0
135_20250113,fees,-0.0
135_20250113,credits_due,-0.0
135_20250113,from_balance,284.8499
135_20250113,total,0.0
135_20250120,sales,0.0
135_20250120,fees,-0.0
135_20250120,credits_due,-0.0
135_20250120,from_balance,284.8499
135_20250120,total,0.0
135_20250127,sales,0.0
135_20250127,fees,-0.0
135_20250127,credits_due,-0.0
135_20250127,from_balance,284.8499
135_20250127,total,0.0
135_20250203,sales,212.54000000000002
135_20250203,fees,-60.07
135_20250203,credits_due,-0.0
135_20250203,from_balance,284.8499
135_20250203,total,152.47000000000003
135_20250210,sales,146.4
135_20250210,fees,-39.9
135_20250210,credits_due,-0.0
135_20250210,from_balance,437.31994
135_20250210,total,106.5
135_20250217,sales,108.29
135_20250217,fees,-24.4
135_20250217,credits_due,-0.0
135_20250217,from_balance,543.8199
135_20250217,total,83.89000000000001
135_20250224,sales,52.97
135_20250224,fees,-6.05
135_20250224,credits_due,-0.0
135_20250224,from_balance,627.7099
135_20250224,total,46.92
135_20250303,sales,0.0
135_20250303,fees,-0.0
135_20250303,credits_due,-0.0
135_20250303,from_balance,674.6299
135_20250303,total,0.0
135_20250310,sales,0.0
135_20250310,fees,-0.0
135_20250310,credits_due,-0.0
135_20250310,from_balance,674.6299
135_20250310,total,0.0
135_20250317,sales,0.0
135_20250317,fees,-0.0
135_20250317,credits_due,-0.0
135_20250317,from_balance,674.6299
135_20250317,total,0.0
135_20250324,sales,0.0
135_20250324,fees,-0.0
135_20250324,credits_due,-507.55
135_20250324,from_balance,674.6299
135_20250324,total,-507.55
135_20250331,sales,0.0
135_20250331,fees,-0.0
135_20250331,credits_due,-0.0
135_20250331,from_balance,167.07987
135_20250331,total,0.0
135_20250407,sales,0.0
135_20250407,fees,-0.0
135_20250407,credits_due,-0.0
135_20250407,from_balance,167.07987
135_20250407,total,0.0
135_20250414,sales,13.87
135_20250414,fees,-2.94
135_20250414,credits_due,-0.0
135_20250414,from_balance,167.07987
135_20250414,total,10.93
135_20250421,sales,0.0
135_20250421,fees,-0.0
135_20250421,credits_due,-0.0
135_20250421,from_balance,178.00988
135_20250421,total,0.0
135_20250428,sales,0.0
135_20250428,fees,-0.0
135_20250428,credits_due,-0.0
135_20250428,from_balance,178.00988
135_20250428,total,0.0
135_20250505,sales,0.0
135_20250505,fees,-0.0
135_20250505,credits_due,-0.0
135_20250505,from_balance,178.00988
135_20250505,total,0.0
135_20250512,sales,0.0
135_20250512,fees,-0.0
135_20250512,credits_due,-0.0
135_20250512,from_balance,178.00988
135_20250512,total,0.0
135_20250519,sales,0.0
135_20250519,fees,-0.0
135_20250519,credits_due,-0.0
135_20250519,from_balance,178.00988
135_20250519,total,0.0
135_20250526,sales,0.0
135_20250526,fees,-0.0
135_20250526,credits_due,-0.0
135_20250526,from_balance,178.00988
135_20250526,total,0.0
135_20250602,sales,0.0
135_20250602,fees,-0.0
135_20250602,credits_due,-0.0
135_20250602,from_balance,178.00988
135_20250602,total,0.0
135_20250609,sales,0.0
135_20250609,fees,-0.0
135_20250609,credits_due,-0.0
135_20250609,from_balance,178.00988
135_20250609,total,0.0
135_20250616,sales,0.0
135_20250616,fees,-0.0
135_20250616,credits_due,-0.0
135_20250616,from_balance,178.00988
135_20250616,total,0.0
135_20250623,sales,0.0
135_20250623,fees,-0.0
135_20250623,credits_due,-0.0
135_20250623,from_balance,178.00988
135_20250623,total,0.0
135_20250630,sales,0.0
135_20250630,fees,-0.0
135_20250630,credits_due,-0.0
135_20250630,from_balance,178.00988
135_20250630,total,0.0
135_20250707,sales,106.35
135_20250707,fees,-17.4
135_20250707,credits_due,-0.0
135_20250707,from_balance,178.00988
135_20250707,total,88.94999
135_20250714,sales,0.0
135_20250714,fees,-0.0
135_20250714,credits_due,-0.0
135_20250714,from_balance,266.95987
135_20250714,total,0.0
135_20250721,sales,0.0
135_20250721,fees,-0.0
135_20250721,credits_due,-0.0
135_20250721,from_balance,266.95987
135_20250721,total,0.0
135_20250728,sales,0.0
135_20250728,fees,-0.0
135_20250728,credits_due,-0.0
135_20250728,from_balance,266.95987
135_20250728,total,0.0
135_20250804,sales,0.0
135_20250804,fees,-0.0
135_20250804,credits_due,-0.0
135_20250804,from_balance,266.95987
135_20250804,total,0.0
135_20250811,sales,0.0
135_20250811,fees,-0.0
135_20250811,credits_due,-0.0
135_20250811,from_balance,266.95987
135_20250811,total,0.0
135_20250818,sales,0.0
135_20250818,fees,-0.0
135_20250818,credits_due,-0.0
135_20250818,from_balance,266.95987
135_20250818,total,0.0
135_20250825,sales,0.0
135_20250825,fees,-0.0
135_20250825,credits_due,-0.0
135_20250825,from_balance,266.95987
135_20250825,total,0.0
135_20250901,sales,119.37
135_20250901,fees,-21.27
135_20250901,credits_due,-0.0
135_20250901,from_balance,266.95987
135_20250901,total,98.10000000000001
135_20250908,sales,101.63
135_20250908,fees,-12.38
135_20250908,credits_due,-0.0
135_20250908,from_balance,365.0599
135_20250908,total,89.25
135_20250915,sales,0.0
135_20250915,fees,-0.0
135_20250915,credits_due,-0.0
135_20250915,from_balance,454.3099
135_20250915,total,0.0
135_20250922,sales,58.25
135_20250922,fees,-19.33
135_20250922,credits_due,-0.0
135_20250922,from_balance,454.3099
135_20250922,total,38.92
135_20250929,sales,0.0
135_20250929,fees,-0.0
135_20250929,credits_due,-0.0
